하파, 64, 194
파파, 72, 176
바차, 40, 186
타차, 51, 156
카파, 42, 173
차카, 81, 182
타하, 74, 172
파다, 58, 160
가아, 89, 156
타사, 64, 148
마아, 87, 169
라라, 45, 174
바카, 84, 198
자자, 52, 167
라아, 60, 175
타파, 44, 159
사마, 75, 171
다나, 88, 191
라가, 55, 172
나카, 46, 165
타나, 49, 147
라아, 46, 172
파라, 51, 197
자자, 80, 190
차자, 71, 175
사마, 83, 178
바마, 75, 170
아자, 91, 185
사아, 53, 148
사다, 79, 157
사바, 55, 161
타가, 61, 176
바아, 89, 168
파사, 87, 143
바라, 65, 143
다하, 84, 186
나하, 56, 193
라라, 48, 158
사카, 51, 181
자자, 83, 164
바타, 58, 197
자나, 73, 166
사다, 43, 150
하차, 50, 147
하다, 95, 173
다파, 66, 167
하바, 49, 191
바바, 69, 163
사나, 73, 198
마타, 85, 144
나라, 64, 151
마차, 61, 199
마차, 42, 183
타다, 54, 156
라자, 88, 167
라아, 53, 163
사라, 75, 189
카자, 88, 191
다자, 41, 144
마파, 91, 184
타마, 73, 151
나아, 48, 167
파하, 91, 173
타카, 42, 174
나타, 60, 191
타차, 96, 152
바라, 79, 146
자마, 73, 144
자다, 73, 148
라다, 81, 147
라아, 65, 148
자자, 77, 189
다타, 96, 145
사타, 92, 174
하차, 83, 199
나마, 95, 161
차나, 72, 169
아가, 50, 172
라사, 98, 166
하나, 66, 172
라자, 63, 146
파카, 56, 194
자자, 80, 144
바가, 42, 167
라사, 54, 149
사차, 61, 169
아사, 44, 181
자하, 55, 155
다하, 89, 165
다바, 84, 179
아가, 74, 149
나라, 61, 154
라사, 62, 141
다마, 61, 188
나사, 80, 145
바나, 60, 190
다나, 43, 198
나자, 40, 150
파마, 83, 180
라가, 86, 142
사하, 91, 163
사나, 43, 170
마차, 93, 189
바가, 77, 154
타라, 98, 173
라아, 49, 168
자타, 47, 169
가가, 43, 157
라아, 91, 148
아사, 86, 175
가사, 61, 183
아바, 51, 141
카바, 62, 149
바다, 73, 149
타라, 59, 198
라라, 85, 181
하차, 42, 174
사하, 85, 152
자나, 52, 155
타아, 70, 165
파바, 72, 152
차하, 85, 147
아가, 44, 197
파차, 91, 171
타파, 65, 162
파파, 88, 176
가파, 80, 163
라카, 70, 143
가가, 57, 145
나바, 53, 177
나사, 68, 155
바카, 62, 180
바나, 43, 153
자다, 59, 194
라가, 57, 190
바차, 68, 196
바다, 47, 192
차마, 57, 170
나라, 84, 145
라파, 91, 189
파하, 67, 145
사사, 45, 174
하사, 62, 173
나마, 51, 154
라바, 96, 160
차하, 99, 147
가하, 78, 182
다바, 74, 175
차하, 80, 173
차사, 72, 171
차아, 52, 198
마차, 42, 167
자다, 50, 172
라나, 78, 153
아바, 71, 193
카마, 43, 184
파나, 50, 165
바다, 97, 174
자라, 45, 161
하라, 86, 154
차하, 88, 196
사아, 41, 152
자카, 66, 143
아카, 58, 172
마나, 50, 162
사사, 61, 157
마바, 40, 187
사사, 81, 156
가나, 64, 160
라카, 96, 143
마다, 40, 150
바자, 53, 182
마사, 81, 194
가카, 91, 141
가마, 86, 186
사자, 98, 141
라나, 93, 157
자파, 55, 151
사바, 83, 153
바자, 58, 169
나나, 72, 173
나카, 66, 183
나라, 84, 163
하파, 89, 143
가차, 52, 149
아차, 42, 183
바아, 81, 148
아마, 67, 163
자차, 49, 199
라가, 48, 166
나다, 40, 164
파라, 63, 170
카사, 64, 191
카마, 95, 163
마라, 62, 156
파바, 53, 191
다다, 54, 170
가차, 98, 189
아카, 69, 197
아다, 76, 155
타가, 52, 191
라사, 90, 150
자아, 65, 177
라카, 92, 158
가라, 91, 195
카나, 91, 195
사사, 67, 179
바다, 71, 169
타타, 53, 148
마파, 45, 172
차사, 64, 161
파차, 73, 178
아마, 84, 154
라나, 44, 151
라다, 93, 146
아타, 96, 143
하다, 58, 183
나나, 77, 168
가카, 79, 146
아파, 47, 181
파타, 89, 197
다파, 79, 198
사타, 92, 144
타사, 86, 156
가다, 64, 194
가자, 75, 163
바차, 91, 162
바마, 48, 177
차아, 64, 164
다다, 57, 157
다가, 58, 194
사나, 67, 153
카하, 91, 186
바차, 82, 173
바바, 59, 156
하하, 57, 151
차차, 99, 180
자하, 99, 184
자차, 52, 164
다라, 92, 176
카마, 85, 183
다아, 53, 173
가아, 73, 178
가카, 71, 140
라마, 48, 196
파아, 84, 144
바나, 77, 181
카하, 83, 188
하파, 67, 176
자라, 77, 173
아마, 61, 153
카타, 84, 194
라파, 63, 145
가라, 65, 164
바다, 66, 189
자마, 54, 185
나바, 93, 166
마카, 96, 180
가나, 83, 179
마자, 92, 194
파사, 69, 151
나파, 42, 164
자나, 58, 195
아차, 49, 155
바파, 97, 181
다아, 87, 168
하카, 81, 152
가사, 74, 171
바마, 58, 144
차타, 88, 145
라자, 64, 193
다카, 98, 156
라하, 49, 196
바다, 59, 173
가하, 82, 140
자가, 79, 166
라마, 71, 143
가사, 74, 157
나나, 99, 160
하나, 93, 164
아바, 40, 196
하아, 76, 194
아파, 99, 147
마가, 55, 181
가카, 95, 174
가하, 42, 158
바사, 94, 152
자카, 73, 159
마아, 90, 154
마차, 52, 194
카가, 41, 170
바라, 77, 141
자자, 95, 186
파마, 64, 179
사사, 91, 154
파나, 46, 159
파다, 82, 195
자다, 65, 153
파바, 86, 159
파사, 40, 169
바차, 87, 176
자다, 83, 156
라하, 69, 163
나자, 83, 154
마타, 80, 152
차타, 48, 167
바파, 61, 185
카아, 41, 148
마마, 70, 176
나하, 50, 142
마나, 41, 166
라카, 66, 192
카카, 76, 198
사아, 91, 178
파바, 96, 198
자파, 74, 181
사마, 71, 177
파카, 64, 166
타가, 58, 170
카사, 72, 164
파타, 45, 178
하타, 98, 161
자타, 73, 159
타사, 69, 149
자아, 95, 193
사나, 77, 181
자사, 90, 170
하다, 46, 188
카나, 49, 156
파사, 74, 182
다사, 54, 189
다사, 55, 170
차타, 48, 150
하차, 47, 156
라자, 80, 166
카아, 58, 159
아나, 97, 177
카라, 88, 152
바사, 93, 169
라자, 82, 145
하라, 57, 164
마타, 98, 147
타나, 51, 193
타가, 46, 145
타바, 54, 192
차타, 42, 153
하사, 99, 156
하카, 83, 192
차사, 47, 195
가가, 53, 173
차라, 93, 142
바라, 58, 190
차카, 81, 199
다마, 75, 187
바하, 64, 195
아나, 96, 188
타다, 59, 156
하아, 80, 173
다카, 87, 159
다차, 74, 194
타파, 44, 175
마파, 71, 165
사타, 56, 195
아카, 54, 190
자다, 52, 180
가나, 70, 196
카타, 66, 160
차자, 87, 140
바차, 53, 144
라자, 43, 183
가바, 87, 189
라가, 77, 165
사사, 48, 181
라다, 55, 158
나파, 67, 150
나하, 68, 146
마카, 97, 147
아바, 48, 173
라파, 98, 186
타하, 57, 195
다차, 56, 161
차파, 73, 168
사바, 47, 142
차라, 57, 158
가카, 92, 156
라사, 96, 142
사타, 98, 174
바사, 55, 179
사파, 76, 142
라카, 73, 165
다파, 64, 152
파하, 85, 182
라파, 50, 155
차하, 65, 173
차가, 89, 166
자파, 62, 159
타차, 97, 178
차나, 53, 159
마타, 50, 173
카차, 73, 168
아카, 83, 155
파마, 94, 174
타가, 99, 144
나다, 55, 180
바사, 73, 144
차하, 77, 163
나파, 43, 145
아하, 74, 178
가마, 50, 150
마아, 73, 157
사사, 71, 171
가아, 66, 186
다사, 48, 193
라사, 48, 156
가아, 68, 157
카파, 84, 147
사파, 59, 182
파라, 64, 190
아나, 86, 174
파차, 92, 195
사타, 77, 153
가하, 44, 144
바마, 59, 165
아라, 82, 171
다파, 78, 179
마아, 84, 198
다자, 53, 166
나파, 54, 147
파카, 90, 161
나아, 90, 175
카자, 65, 167
나하, 72, 152
가라, 60, 181
가아, 48, 185
카다, 77, 170
타카, 62, 149
자아, 70, 164
라아, 90, 183
차마, 71, 151
차바, 81, 197
타자, 50, 141
다나, 48, 147
카다, 44, 172
다바, 73, 185
차나, 47, 177
사사, 94, 191
타자, 71, 180
하사, 50, 149
카나, 60, 146
차카, 42, 199
타바, 50, 147
차카, 90, 197
차파, 83, 160
바나, 95, 154
아타, 75, 191
다나, 55, 197
라나, 89, 150
다라, 97, 172
하타, 70, 168
카마, 77, 191
자타, 62, 145
아카, 67, 146
자마, 68, 193
타라, 68, 191
바사, 65, 142
나파, 59, 142
다차, 58, 180
차라, 64, 184
아차, 41, 148
마바, 59, 167
하카, 48, 176
파자, 51, 156
가아, 72, 156
카사, 65, 175
차타, 86, 143
타다, 66, 189
하마, 60, 143
바사, 84, 165
사마, 55, 151
마마, 67, 154
바타, 51, 151
마사, 67, 147
차가, 77, 150
아타, 97, 144
바바, 90, 147
차하, 80, 167
자사, 58, 187
라자, 85, 145
하바, 55, 194
사자, 53, 187
카나, 79, 151
파타, 71, 161
